Cidade,Ano,Esporte,Modalidade,Event,Atleta,Sexo,Pais,Medalha,pais_iso3,pais_corrigido,Pais_limpo
Montreal,1976,Luta Olímpica,Luta Greco-Romana,57 - 62kg (featherweight),"LIPIEN, Kazimierz",Men,Poland,Ouro,POL,Poland,Poland
Montreal,1976,Luta Olímpica,Luta Greco-Romana,62 - 68kg (lightweight),"NALBANDYAN, Suren",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Greco-Romana,82 - 90kg (light-heavyweight),"IVANOV, Stoyan",Men,Bulgaria,Prata,BGR,Bulgaria,Bulgaria
Montreal,1976,Luta Olímpica,Luta Greco-Romana,+ 100kg (super heavyweight),"CODREANU, Roman",Men,Romania,Bronze,ROU,Romania,Romania
Montreal,1976,Luta Olímpica,Luta Greco-Romana,52 - 57kg (bantamweight),"MUSTAFIN, Farkhad",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Greco-Romana,48 - 52kg (flyweight),"KONSTANTINOV, Vitali",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Greco-Romana,90 - 100kg (heavyweight),"BALBOSHIN, Nikolai",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Montreal,1976,Luta Olímpica,Luta Greco-Romana,68 - 74kg (welterweight),"HELBING, Karl-Heinz",Men,West Germany,Bronze,DEU,West Germany,West Germany
Montreal,1976,Luta Olímpica,Luta Greco-Romana,52 - 57kg (bantamweight),"FRGIC, Ivan",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Montreal,1976,Luta Olímpica,Luta Greco-Romana,- 48kg (light-flyweight),"SHUMAKOV, Aleksei",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Saltos Ornamentais,Trampolim de 3m,"GUTHKE, Karin",Women,East Germany,Bronze,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Saltos Ornamentais,Trampolim de 3m,"PROEBER, Martina",Women,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Saltos Ornamentais,Trampolim de 3m,"PORTNOV, Aleksandr",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Saltos Ornamentais,Plataforma de 10m,"AMBARTSUMYAN, David",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Saltos Ornamentais,Trampolim de 3m,"GIRON, Carlos",Men,Mexico,Prata,MEX,Mexico,Mexico
Moscow,1980,Esportes Aquáticos,Saltos Ornamentais,Plataforma de 10m,"JÄSCHKE, Martina",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Saltos Ornamentais,Plataforma de 10m,"ALEINIK, Vladimir",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Saltos Ornamentais,Trampolim de 3m,"KALININA, Irina",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Saltos Ornamentais,Trampolim de 3m,"CAGNOTTO, Giorgio Franco",Men,Italy,Bronze,ITA,Italy,Italy
Moscow,1980,Esportes Aquáticos,Saltos Ornamentais,Plataforma de 10m,"EMIRZIAN, Servard",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Saltos Ornamentais,Plataforma de 10m,"HOFFMANN, Falk",Men,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Saltos Ornamentais,Plataforma de 10m,"TSOTADZE, Liana",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,200m breaststroke,"VERMES, Alban",Men,Hungary,Prata,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"KOPLYAKOV, Sergei",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,100m butterfly,"METSCHUCK, Caren",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x200m freestyle relay,"SALNIKOV, Vladimir",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,100m freestyle,"JOHANSSON, Per",Men,Sweden,Bronze,SWE,Sweden,Sweden
Moscow,1980,Esportes Aquáticos,Natação,200m freestyle,"KRYLOV, Andrei",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,100m breaststroke,"NIELSSON, Susanne Schultz",Women,Denmark,Bronze,DNK,Denmark,Denmark
Moscow,1980,Esportes Aquáticos,Natação,4x200m freestyle relay,"KRYLOV, Andrei",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,200m breaststroke,"BOGDANOVA, Yulia",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,100m butterfly,"POLLACK, Andrea",Women,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,200m breaststroke,"VARGANOVA, Svetlana",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x200m freestyle relay,"FERNANDES, Jorge Luiz",Men,Brazil,Bronze,BRA,Brazil,Brazil
Moscow,1980,Esportes Aquáticos,Natação,200m freestyle,"BREWER, Graeme",Men,Australia,Bronze,AUS,Australia,Australia
Moscow,1980,Esportes Aquáticos,Natação,4x100m freestyle relay,"LJUNGDAHL, Carina",Women,Sweden,Prata,SWE,Sweden,Sweden
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"STRUNNIKOVA, Natalia",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"BROOKS, Neil",Men,Australia,Ouro,AUS,Australia,Australia
Moscow,1980,Esportes Aquáticos,Natação,400m freestyle,"DIERS, Ines",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,100m breaststroke,"GOODHEW, Dunkan",Men,United Kingdom,Ouro,GBR,United Kingdom,United Kingdom
Moscow,1980,Esportes Aquáticos,Natação,100m backstroke,"RIEDEL, Petra",Women,East Germany,Bronze,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x200m freestyle relay,"KOPLYAKOV, Sergei",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,100m freestyle,"KRAUSE, Barbara",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x100m freestyle relay,"KRAUSE, Barbara",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,200m backstroke,"KERRY, Mark",Men,Australia,Bronze,AUS,Australia,Australia
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"LOWE, David",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"KRUGLOVA, Elena",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"GOODHEW, Dunkan",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Moscow,1980,Esportes Aquáticos,Natação,400m freestyle,"SCHNEIDER, Petra",Women,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,400m individual medley,"VERRASZTO, Zoltan",Men,Hungary,Bronze,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Natação,200m breaststroke,"ZHULPA, Robertas",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,200m breaststroke,"KACHUSHITE, Lina",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"POLLACK, Andrea",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,400m individual medley,"SIDORENKO, Aleksandr",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,200m breaststroke,"MISKAROV, Arsen",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x200m freestyle relay,"DELGADO, Ciro Marques",Men,Brazil,Bronze,BRA,Brazil,Brazil
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"VASILKOVA, Elvira",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,200m butterfly,"FORD, Michelle",Women,Australia,Bronze,AUS,Australia,Australia
Moscow,1980,Esportes Aquáticos,Natação,200m backstroke,"VERRASZTO, Zoltan",Men,Hungary,Prata,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Natação,1500m freestyle,"CHAEV, Aleksandr",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x100m freestyle relay,"DE JONG, Reggie",Women,Netherlands,Bronze,NLD,Netherlands,Netherlands
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"KELLY-HOHMANN, Margaret",Women,United Kingdom,Prata,GBR,United Kingdom,United Kingdom
Moscow,1980,Esportes Aquáticos,Natação,200m freestyle,"KOPLYAKOV, Sergei",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,200m butterfly,"HUBBLE, Philip",Men,United Kingdom,Prata,GBR,United Kingdom,United Kingdom
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"GEWENIGER, Ute",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,200m backstroke,"TREIBER, Birgit",Women,East Germany,Bronze,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,1500m freestyle,"METZKER, Maxwell",Men,Australia,Bronze,AUS,Australia,Australia
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"ABRAHAM, Gary",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Moscow,1980,Esportes Aquáticos,Natação,400m freestyle,"STUKOLKIN, Ivar",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"JAMESON, Helen",Women,United Kingdom,Prata,GBR,United Kingdom,United Kingdom
Moscow,1980,Esportes Aquáticos,Natação,400m freestyle,"KRYLOV, Andrei",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,1500m freestyle,"SALNIKOV, Vladimir",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x200m freestyle relay,"STROHBACH, Rainer",Men,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,400m individual medley,"DAVIES, Sharron Elizabeth",Women,United Kingdom,Prata,GBR,United Kingdom,United Kingdom
Moscow,1980,Esportes Aquáticos,Natação,4x100m freestyle relay,"ERIKSSON, Agneta",Women,Sweden,Prata,SWE,Sweden,Sweden
Moscow,1980,Esportes Aquáticos,Natação,4x200m freestyle relay,"WOITHE, Jörg",Men,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"MISKAROV, Arsen",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,100m backstroke,"BARON, Bengt",Men,Sweden,Ouro,SWE,Sweden,Sweden
Moscow,1980,Esportes Aquáticos,Natação,100m backstroke,"KUZNETSOV, Viktor",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x100m freestyle relay,"MÄRTENSSON, Agneta",Women,Sweden,Prata,SWE,Sweden,Sweden
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"TONELLI, Mark",Men,Australia,Ouro,AUS,Australia,Australia
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"METSCHUCK, Caren",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x100m freestyle relay,"VAN VELSEN, Wilma",Women,Netherlands,Bronze,NLD,Netherlands,Netherlands
Moscow,1980,Esportes Aquáticos,Natação,400m individual medley,"SCHNEIDER, Petra",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,200m backstroke,"REINISCH, Rica",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"KERRY, Mark",Men,Australia,Ouro,AUS,Australia,Australia
Moscow,1980,Esportes Aquáticos,Natação,200m freestyle,"DIERS, Ines",Women,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"GRISHCHENKOVA, Alla",Women,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x100m freestyle relay,"METSCHUCK, Caren",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"SEREDIN, Evgeni",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,200m butterfly,"GEISSLER, Ines",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x200m freestyle relay,"STUKOLKIN, Ivar",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,100m butterfly,"ARVIDSSON, Pär",Men,Sweden,Ouro,SWE,Sweden,Sweden
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"OSGERBY, Ann",Women,United Kingdom,Prata,GBR,United Kingdom,United Kingdom
Moscow,1980,Esportes Aquáticos,Natação,100m backstroke,"KLEBER, Ina",Women,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,200m freestyle,"SCHMIDT, Carmela",Women,East Germany,Bronze,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x100m freestyle relay,"DIERS, Ines",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x200m freestyle relay,"PFÜTZE, Frank",Men,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,400m freestyle,"SALNIKOV, Vladimir",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"EVANS, Peter",Men,Australia,Ouro,AUS,Australia,Australia
Moscow,1980,Esportes Aquáticos,Natação,800m freestyle,"DIERS, Ines",Women,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,800m freestyle,"FORD, Michelle",Women,Australia,Ouro,AUS,Australia,Australia
Moscow,1980,Esportes Aquáticos,Natação,200m butterfly,"SCHÖNROCK, Sybille",Women,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x100m freestyle relay,"MAAS, Annelies",Women,Netherlands,Bronze,NLD,Netherlands,Netherlands
Moscow,1980,Esportes Aquáticos,Natação,400m individual medley,"FESENKO, Sergei",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,100m breaststroke,"GEWENIGER, Ute",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,200m butterfly,"FESENKO, Sergei",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"KUZNETSOV, Viktor",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x200m freestyle relay,"GRABS, Detlev",Men,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,100m freestyle,"HOLMERTZ, Per",Men,Sweden,Prata,SWE,Sweden,Sweden
Moscow,1980,Esportes Aquáticos,Natação,100m freestyle,"METSCHUCK, Caren",Women,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,200m freestyle,"KRAUSE, Barbara",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x100m freestyle relay,"GUSTAFSSON, Tina",Women,Sweden,Prata,SWE,Sweden,Sweden
Moscow,1980,Esportes Aquáticos,Natação,100m breaststroke,"MISKAROV, Arsen",Men,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x100m freestyle relay,"VAN BENTUM, Conny",Women,Netherlands,Bronze,NLD,Netherlands,Netherlands
Moscow,1980,Esportes Aquáticos,Natação,100m butterfly,"KNACKE, Christiane",Women,East Germany,Bronze,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,400m freestyle,"SCHMIDT, Carmela",Women,East Germany,Bronze,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"SMITH, Martin",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Moscow,1980,Esportes Aquáticos,Natação,400m individual medley,"CZOPEK, Agnieszka",Women,Poland,Bronze,POL,Poland,Poland
Moscow,1980,Esportes Aquáticos,Natação,100m butterfly,"PYTTEL, Roger",Men,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x200m freestyle relay,"GARRIDO MADRUGA, Djan",Men,Brazil,Bronze,BRA,Brazil,Brazil
Moscow,1980,Esportes Aquáticos,Natação,100m freestyle,"DIERS, Ines",Women,East Germany,Bronze,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,100m breaststroke,"VASILKOVA, Elvira",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,100m butterfly,"LOPEZ-ZUBERO PURCELL, David",Men,Spain,Bronze,ESP,Spain,Spain
Moscow,1980,Esportes Aquáticos,Natação,4x200m freestyle relay,"MATTIOLI, Marcus Laborne",Men,Brazil,Bronze,BRA,Brazil,Brazil
Moscow,1980,Esportes Aquáticos,Natação,800m freestyle,"DÄHNE, Heike",Women,East Germany,Bronze,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,100m freestyle,"WOITHE, Jörg",Men,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"REINISCH, Rica",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,100m breaststroke,"EVANS, Peter",Men,Australia,Bronze,AUS,Australia,Australia
Moscow,1980,Esportes Aquáticos,Natação,100m backstroke,"DOLGOV, Vladimir",Men,Soviet Union,Bronze,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Natação,4x100m medley relay,"CROFT, June",Women,United Kingdom,Prata,GBR,United Kingdom,United Kingdom
Moscow,1980,Esportes Aquáticos,Natação,4x100m freestyle relay,"HÜLSENBECK, Sarina",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,100m backstroke,"REINISCH, Rica",Women,East Germany,Ouro,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,200m backstroke,"WLADAR, Sandor",Men,Hungary,Ouro,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Natação,200m butterfly,"PYTTEL, Roger",Men,East Germany,Bronze,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Natação,200m backstroke,"POLIT, Cornelia",Women,East Germany,Prata,DEU,East Germany,East Germany
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"ROJE, Zoran",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"RUDIC, Ratko",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"LOZICA, Bosko",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"MANOJLOVIC, Predrag",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"VEZILIC, Luka",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"FARAGO, Tamas",Men,Hungary,Bronze,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"POLIC, Damir",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"GOPCEVIC, Zoran",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"SHAGAEV, Erkin",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"MOLNAR, Endre",Men,Hungary,Bronze,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"MUSTUR, Zoran",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"HORKAI, Gyorgy",Men,Hungary,Bronze,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"IVANOV, Mikhail",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"BEBIC, Milivoj",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"SHARONOV, Evgeni",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"TRIFUNOVIC, Slobodan",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"SUDAR, Attila",Men,Hungary,Bronze,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"KOTENKO, Sergei",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"MSCHVENIERADZE, Georgi",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"BARKALOV, Aleksei",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"KABANOV, Aleksandr",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"AKIMOV, Vladimir",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"HAUSZLER, Karoly",Men,Hungary,Bronze,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"UDVARDI, Istvan",Men,Hungary,Bronze,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"SOBCHENKO, Viacheslav",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"KUNCZ, Laszlo",Men,Hungary,Bronze,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"CSAPO, Gabor",Men,Hungary,Bronze,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"KISS, Istvan",Men,Hungary,Bronze,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"KRIVOKAPIC, Milorad",Men,Yugoslavia,Prata,SRB,Yugoslavia,Yugoslavia
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"GRISHIN, Evgeni",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"SZIVOS, Istvan",Men,Hungary,Bronze,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"GERENDAS, Gyorgy",Men,Hungary,Bronze,HUN,Hungary,Hungary
Moscow,1980,Esportes Aquáticos,Water polo,water polo,"RIISMAN, Mait",Men,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Tiro com Arco,Tiro com Arco,individual FITA round,"MERILUOTO-AALTONEN, Paivi",Women,Finland,Bronze,FIN,Finland,Finland
Moscow,1980,Tiro com Arco,Tiro com Arco,individual FITA round,"LOSABERIDZE, Keto",Women,Soviet Union,Ouro,RUS,Soviet Union,Soviet Union
Moscow,1980,Tiro com Arco,Tiro com Arco,individual FITA round,"BUTUZOVA, Natalia",Women,Soviet Union,Prata,RUS,Soviet Union,Soviet Union
Moscow,1980,Tiro com Arco,Tiro com Arco,individual FITA round,"FERRARI, Giancarlo",Men,Italy,Bronze,ITA,Italy,Italy
